Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
20953,321,112,5,5,5,9.06,1,0.86
20954,324,105,3,3,4,8.75,0,0.79
20955,326,108,3,3,3.5,8.89,0,0.8
20956,312,109,3,3,3,8.69,0,0.77
20957,315,105,3,2,2.5,8.34,0,0.7
20958,309,104,2,2,2.5,8.26,0,0.65
20959,306,106,2,2,2.5,8.14,0,0.61
20960,297,100,1,1.5,2,7.9,0,0.52
20961,315,103,1,1.5,2,7.86,0,0.57
20962,298,99,1,1.5,3,7.46,0,0.53
20963,318,109,3,3,3,8.5,0,0.67
20964,317,105,3,3.5,3,8.56,0,0.68
20965,329,111,4,4.5,4,9.01,1,0.81
20966,322,110,5,4.5,4,8.97,0,0.78
20967,302,102,3,3.5,5,8.33,0,0.65
20968,313,102,3,2,3,8.27,0,0.64
20969,293,97,2,2,4,7.8,1,0.64
20970,311,99,2,2.5,3,7.98,0,0.65
20971,312,101,2,2.5,3.5,8.04,1,0.68
20972,334,117,5,4,4.5,9.07,1,0.89
20973,322,110,4,4,5,9.13,1,0.86
20974,323,113,4,4,4.5,9.23,1,0.89
20975,321,111,4,4,4,8.97,1,0.87
20976,320,111,4,4.5,3.5,8.87,1,0.85
20977,329,119,4,4.5,4.5,9.16,1,0.9
20978,319,110,3,3.5,3.5,9.04,0,0.82
20979,309,108,3,2.5,3,8.12,0,0.72
20980,307,102,3,3,3,8.27,0,0.73
20981,300,104,3,3.5,3,8.16,0,0.71
20982,305,107,2,2.5,2.5,8.42,0,0.71
20983,299,100,2,3,3.5,7.88,0,0.68
20984,314,110,3,4,4,8.8,0,0.75
20985,316,106,2,2.5,4,8.32,0,0.72
20986,327,113,4,4.5,4.5,9.11,1,0.89
20987,317,107,3,3.5,3,8.68,1,0.84
20988,335,118,5,4.5,3.5,9.44,1,0.93
20989,331,115,5,4.5,3.5,9.36,1,0.93
20990,324,112,5,5,5,9.08,1,0.88
20991,324,111,5,4.5,4,9.16,1,0.9
20992,323,110,5,4,5,8.98,1,0.87
20993,322,114,5,4.5,4,8.94,1,0.86
20994,336,118,5,4.5,5,9.53,1,0.94
20995,316,109,3,3.5,3,8.76,0,0.77
20996,307,107,2,3,3.5,8.52,1,0.78
20997,306,105,2,3,2.5,8.26,0,0.73
20998,310,106,2,3.5,2.5,8.33,0,0.73
20999,311,104,3,4.5,4.5,8.43,0,0.7
21000,313,107,3,4,4.5,8.69,0,0.72
21001,317,103,3,2.5,3,8.54,1,0.73
21002,315,110,2,3.5,3,8.46,1,0.72
21003,340,120,5,4.5,4.5,9.91,1,0.97
21004,334,120,5,4,5,9.87,1,0.97
21005,298,105,3,3.5,4,8.54,0,0.69
21006,295,99,2,2.5,3,7.65,0,0.57
21007,315,99,2,3.5,3,7.89,0,0.63
21008,310,102,3,3.5,4,8.02,1,0.66
21009,305,106,2,3,3,8.16,0,0.64
21010,301,104,3,3.5,4,8.12,1,0.68
21011,325,108,4,4.5,4,9.06,1,0.79
21012,328,110,4,5,4,9.14,1,0.82
21013,338,120,4,5,5,9.66,1,0.95
21014,333,119,5,5,4.5,9.78,1,0.96
21015,331,117,4,4.5,5,9.42,1,0.94
21016,330,116,5,5,4.5,9.36,1,0.93
21017,322,112,4,4.5,4.5,9.26,1,0.91
21018,321,109,4,4,4,9.13,1,0.85
21019,324,110,4,3,3.5,8.97,1,0.84
21020,312,104,3,3.5,3.5,8.42,0,0.74
21021,313,103,3,4,4,8.75,0,0.76
21022,316,110,3,3.5,4,8.56,0,0.75
21023,324,113,4,4.5,4,8.79,0,0.76
21024,308,109,2,3,4,8.45,0,0.71
21025,305,105,2,3,2,8.23,0,0.67
21026,296,99,2,2.5,2.5,8.03,0,0.61
21027,306,110,2,3.5,4,8.45,0,0.63
21028,312,110,2,3.5,3,8.53,0,0.64
21029,318,112,3,4,3.5,8.67,0,0.71
21030,324,111,4,3,3,9.01,1,0.82
21031,313,104,3,4,4.5,8.65,0,0.73
21032,319,106,3,3.5,2.5,8.33,1,0.74
21033,312,107,2,2.5,3.5,8.27,0,0.69
21034,304,100,2,2.5,3.5,8.07,0,0.64
21035,330,113,5,5,4,9.31,1,0.91
21036,326,111,5,4.5,4,9.23,1,0.88
21037,325,112,4,4,4.5,9.17,1,0.85
21038,329,114,5,4.5,5,9.19,1,0.86
21039,310,104,3,2,3.5,8.37,0,0.7
21040,299,100,1,1.5,2,7.89,0,0.59
21041,296,101,1,2.5,3,7.68,0,0.6
21042,317,103,2,2.5,2,8.15,0,0.65
21043,324,115,3,3.5,3,8.76,1,0.7
21044,325,114,3,3.5,3,9.04,1,0.76
21045,314,107,2,2.5,4,8.56,0,0.63
21046,328,110,4,4,2.5,9.02,1,0.81
21047,316,105,3,3,3.5,8.73,0,0.72
21048,311,104,2,2.5,3.5,8.48,0,0.71
21049,324,110,3,3.5,4,8.87,1,0.8
21050,321,111,3,3.5,4,8.83,1,0.77
21051,320,104,3,3,2.5,8.57,1,0.74
21052,316,99,2,2.5,3,9,0,0.7
21053,318,100,2,2.5,3.5,8.54,1,0.71
21054,335,115,4,4.5,4.5,9.68,1,0.93
21055,321,114,4,4,5,9.12,0,0.85
21056,307,110,4,4,4.5,8.37,0,0.79
21057,309,99,3,4,4,8.56,0,0.76
21058,324,100,3,4,5,8.64,1,0.78
21059,326,102,4,5,5,8.76,1,0.77
21060,331,119,4,5,4.5,9.34,1,0.9
21061,327,108,5,5,3.5,9.13,1,0.87
21062,312,104,3,3.5,4,8.09,0,0.71
21063,308,103,2,2.5,4,8.36,1,0.7
21064,324,111,3,2.5,1.5,8.79,1,0.7
21065,325,110,2,3,2.5,8.76,1,0.75
21066,313,102,3,2.5,2.5,8.68,0,0.71
21067,312,105,2,2,2.5,8.45,0,0.72
21068,314,107,3,3,3.5,8.17,1,0.73
21069,327,113,4,4.5,5,9.14,0,0.83
21070,308,108,4,4.5,5,8.34,0,0.77
21071,306,105,2,2.5,3,8.22,1,0.72
21072,299,96,2,1.5,2,7.86,0,0.54
21073,294,95,1,1.5,1.5,7.64,0,0.49
21074,312,99,1,1,1.5,8.01,1,0.52
21075,315,100,1,2,2.5,7.95,0,0.58
21076,322,110,3,3.5,3,8.96,1,0.78
21077,329,113,5,5,4.5,9.45,1,0.89
21078,320,101,2,2.5,3,8.62,0,0.7
21079,308,103,2,3,3.5,8.49,0,0.66
21080,304,102,2,3,4,8.73,0,0.67
21081,311,102,3,4.5,4,8.64,1,0.68
21082,317,110,3,4,4.5,9.11,1,0.8
21083,312,106,3,4,3.5,8.79,1,0.81
21084,321,111,3,2.5,3,8.9,1,0.8
21085,340,112,4,5,4.5,9.66,1,0.94
21086,331,116,5,4,4,9.26,1,0.93
21087,336,118,5,4.5,4,9.19,1,0.92
21088,324,114,5,5,4.5,9.08,1,0.89
21089,314,104,4,5,5,9.02,0,0.82
21090,313,109,3,4,3.5,9,0,0.79
21091,307,105,2,2.5,3,7.65,0,0.58
21092,300,102,2,1.5,2,7.87,0,0.56
21093,302,99,2,1,2,7.97,0,0.56
21094,312,98,1,3.5,3,8.18,1,0.64
21095,316,101,2,2.5,2,8.32,1,0.61
21096,317,100,2,3,2.5,8.57,0,0.68
21097,310,107,3,3.5,3.5,8.67,0,0.76
21098,320,120,3,4,4.5,9.11,0,0.86
21099,330,114,3,4.5,4.5,9.24,1,0.9
21100,305,112,3,3,3.5,8.65,0,0.71
21101,309,106,2,2.5,2.5,8,0,0.62
21102,319,108,2,2.5,3,8.76,0,0.66
21103,322,105,2,3,3,8.45,1,0.65
21104,323,107,3,3.5,3.5,8.55,1,0.73
21105,313,106,2,2.5,2,8.43,0,0.62
21106,321,109,3,3.5,3.5,8.8,1,0.74
21107,323,110,3,4,3.5,9.1,1,0.79
21108,325,112,4,4,4,9,1,0.8
21109,312,108,3,3.5,3,8.53,0,0.69
21110,308,110,4,3.5,3,8.6,0,0.7
21111,320,104,3,3,3.5,8.74,1,0.76
21112,328,108,4,4.5,4,9.18,1,0.84
21113,311,107,4,4.5,4.5,9,1,0.78
21114,301,100,3,3.5,3,8.04,0,0.67
21115,305,105,2,3,4,8.13,0,0.66
21116,308,104,2,2.5,3,8.07,0,0.65
21117,298,101,2,1.5,2,7.86,0,0.54
21118,300,99,1,1,2.5,8.01,0,0.58
21119,324,111,3,2.5,2,8.8,1,0.79
21120,327,113,4,3.5,3,8.69,1,0.8
21121,317,106,3,4,3.5,8.5,1,0.75
21122,323,104,3,4,4,8.44,1,0.73
21123,314,107,2,2.5,4,8.27,0,0.72
21124,305,102,2,2,2.5,8.18,0,0.62
21125,315,104,3,3,2.5,8.33,0,0.67
21126,326,116,3,3.5,4,9.14,1,0.81
21127,299,100,3,2,2,8.02,0,0.63
21128,295,101,2,2.5,2,7.86,0,0.69
21129,324,112,4,4,3.5,8.77,1,0.8
21130,297,96,2,2.5,1.5,7.89,0,0.43
21131,327,113,3,3.5,3,8.66,1,0.8
21132,311,105,2,3,2,8.12,1,0.73
21133,308,106,3,3.5,2.5,8.21,1,0.75
21134,319,108,3,3,3.5,8.54,1,0.71
21135,312,107,4,4.5,4,8.65,1,0.73
21136,325,111,4,4,4.5,9.11,1,0.83
21137,319,110,3,3,2.5,8.79,0,0.72
21138,332,118,5,5,5,9.47,1,0.94
21139,323,108,5,4,4,8.74,1,0.81
21140,324,107,5,3.5,4,8.66,1,0.81
21141,312,107,3,3,3,8.46,1,0.75
21142,326,110,3,3.5,3.5,8.76,1,0.79
21143,308,106,3,3,3,8.24,0,0.58
21144,305,103,2,2.5,3.5,8.13,0,0.59
21145,295,96,2,1.5,2,7.34,0,0.47
21146,316,98,1,1.5,2,7.43,0,0.49
21147,304,97,2,1.5,2,7.64,0,0.47
21148,299,94,1,1,1,7.34,0,0.42
21149,302,99,1,2,2,7.25,0,0.57
21150,313,101,3,2.5,3,8.04,0,0.62
21151,318,107,3,3,3.5,8.27,1,0.74
21152,325,110,4,3.5,4,8.67,1,0.73
21153,303,100,2,3,3.5,8.06,1,0.64
21154,300,102,3,3.5,2.5,8.17,0,0.63
21155,297,98,2,2.5,3,7.67,0,0.59
21156,317,106,2,2,3.5,8.12,0,0.73
21157,327,109,3,3.5,4,8.77,1,0.79
21158,301,104,2,3.5,3.5,7.89,1,0.68
21159,314,105,2,2.5,2,7.64,0,0.7
21160,321,107,2,2,1.5,8.44,0,0.81
21161,322,110,3,4,5,8.64,1,0.85
21162,334,116,4,4,3.5,9.54,1,0.93
21163,338,115,5,4.5,5,9.23,1,0.91
21164,306,103,2,2.5,3,8.36,0,0.69
21165,313,102,3,3.5,4,8.9,1,0.77
21166,330,114,4,4.5,3,9.17,1,0.86
21167,320,104,3,3.5,4.5,8.34,1,0.74
21168,311,98,1,1,2.5,7.46,0,0.57
21169,298,92,1,2,2,7.88,0,0.51
21170,301,98,1,2,3,8.03,1,0.67
21171,310,103,2,2.5,2.5,8.24,0,0.72
21172,324,110,3,3.5,3,9.22,1,0.89
21173,336,119,4,4.5,4,9.62,1,0.95
21174,321,109,3,3,3,8.54,1,0.79
21175,315,105,2,2,2.5,7.65,0,0.39
21176,304,101,2,2,2.5,7.66,0,0.38
21177,297,96,2,2.5,2,7.43,0,0.34
21178,290,100,1,1.5,2,7.56,0,0.47
21179,303,98,1,2,2.5,7.65,0,0.56
21180,311,99,1,2.5,3,8.43,1,0.71
21181,322,104,3,3.5,4,8.84,1,0.78
21182,319,105,3,3,3.5,8.67,1,0.73
21183,324,110,4,4.5,4,9.15,1,0.82
21184,300,100,3,3,3.5,8.26,0,0.62
21185,340,113,4,5,5,9.74,1,0.96
21186,335,117,5,5,5,9.82,1,0.96
21187,302,101,2,2.5,3.5,7.96,0,0.46
21188,307,105,2,2,3.5,8.1,0,0.53
21189,296,97,2,1.5,2,7.8,0,0.49
21190,320,108,3,3.5,4,8.44,1,0.76
21191,314,102,2,2,2.5,8.24,0,0.64
21192,318,106,3,2,3,8.65,0,0.71
21193,326,112,4,4,3.5,9.12,1,0.84
21194,317,104,2,3,3,8.76,0,0.77
21195,329,111,4,4.5,4,9.23,1,0.89
21196,324,110,3,3.5,3.5,9.04,1,0.82
21197,325,107,3,3,3.5,9.11,1,0.84
21198,330,116,4,5,4.5,9.45,1,0.91
21199,312,103,3,3.5,4,8.78,0,0.67
21200,333,117,4,5,4,9.66,1,0.95
21201,337,118,4,4.5,4.5,9.65,1,0.92
21202,324,107,4,4,4.5,8.87,1,0.76
21203,316,104,3,3,3.5,8,1,0.72
21204,322,110,3,3.5,2.5,8.67,1,0.8
21205,314,103,2,2,3,8.21,0,0.65
21206,330,115,5,4.5,3,9.34,1,0.9
21207,321,109,3,3,4,8.2,1,0.75
21208,308,101,2,3,4,7.9,0,0.68
21209,302,102,1,2,1.5,8,0,0.5
21210,323,108,3,3.5,3,8.6,0,0.45
21211,325,106,3,3.5,4,8.4,1,0.52
21212,327,111,4,4,4.5,9,1,0.84
21213,328,112,4,4,4.5,9.1,1,0.78
21214,307,109,3,4,3,8,1,0.62
21215,311,104,3,3.5,2,8.2,1,0.61
21216,314,105,3,3.5,2.5,8.3,0,0.54
21217,317,107,3,4,3,8.7,0,0.66
21218,319,106,3,4,3,8,1,0.65
21219,318,110,3,4,3,8.8,0,0.63
21220,303,102,3,3.5,3,8.5,0,0.62
21221,312,107,3,3,2,7.9,1,0.64
21222,325,114,4,3,2,8.4,0,0.7
21223,328,116,5,5,5,9.5,1,0.94
21224,334,119,5,5,4.5,9.7,1,0.95
21225,336,119,5,4,3.5,9.8,1,0.97
21226,340,120,5,4.5,4.5,9.6,1,0.94
21227,322,109,5,4.5,3.5,8.8,0,0.76
21228,298,98,2,1.5,2.5,7.5,1,0.44
21229,295,93,1,2,2,7.2,0,0.46
21230,310,99,2,1.5,2,7.3,0,0.54
21231,300,97,2,3,3,8.1,1,0.65
21232,327,103,3,4,4,8.3,1,0.74
21233,338,118,4,3,4.5,9.4,1,0.91
21234,340,114,5,4,4,9.6,1,0.9
21235,331,112,5,4,5,9.8,1,0.94
21236,320,110,5,5,5,9.2,1,0.88
21237,299,106,2,4,4,8.4,0,0.64
21238,300,105,1,1,2,7.8,0,0.58
21239,304,105,1,3,1.5,7.5,0,0.52
21240,307,108,2,4,3.5,7.7,0,0.48
21241,308,110,3,3.5,3,8,1,0.46
21242,316,105,2,2.5,2.5,8.2,1,0.49
21243,313,107,2,2.5,2,8.5,1,0.53
21244,332,117,4,4.5,4,9.1,0,0.87
21245,326,113,5,4.5,4,9.4,1,0.91
21246,322,110,5,5,4,9.1,1,0.88
21247,329,114,5,4,5,9.3,1,0.86
21248,339,119,5,4.5,4,9.7,0,0.89
21249,321,110,3,3.5,5,8.85,1,0.82
21250,327,111,4,3,4,8.4,1,0.78
21251,313,98,3,2.5,4.5,8.3,1,0.76
21252,312,100,2,1.5,3.5,7.9,1,0.56
21253,334,116,4,4,3,8,1,0.78
21254,324,112,4,4,2.5,8.1,1,0.72
21255,322,110,3,3,3.5,8,0,0.7
21256,320,103,3,3,3,7.7,0,0.64
21257,316,102,3,2,3,7.4,0,0.64
21258,298,99,2,4,2,7.6,0,0.46
21259,300,99,1,3,2,6.8,1,0.36
21260,311,104,2,2,2,8.3,0,0.42
21261,309,100,2,3,3,8.1,0,0.48
21262,307,101,3,4,3,8.2,0,0.47
21263,304,105,2,3,3,8.2,1,0.54
21264,315,107,2,4,3,8.5,1,0.56
21265,325,111,3,3,3.5,8.7,0,0.52
21266,325,112,4,3.5,3.5,8.92,0,0.55
21267,327,114,3,3,3,9.02,0,0.61
21268,316,107,2,3.5,3.5,8.64,1,0.57
21269,318,109,3,3.5,4,9.22,1,0.68
21270,328,115,4,4.5,4,9.16,1,0.78
21271,332,118,5,5,5,9.64,1,0.94
21272,336,112,5,5,5,9.76,1,0.96
21273,321,111,5,5,5,9.45,1,0.93
21274,314,108,4,4.5,4,9.04,1,0.84
21275,314,106,3,3,5,8.9,0,0.74
21276,329,114,2,2,4,8.56,1,0.72
21277,327,112,3,3,3,8.72,1,0.74
21278,301,99,2,3,2,8.22,0,0.64
21279,296,95,2,3,2,7.54,1,0.44
21280,294,93,1,1.5,2,7.36,0,0.46
21281,312,105,3,2,3,8.02,1,0.5
21282,340,120,4,5,5,9.5,1,0.96
21283,320,110,5,5,4.5,9.22,1,0.92
21284,322,115,5,4,4.5,9.36,1,0.92
21285,340,115,5,4.5,4.5,9.45,1,0.94
21286,319,103,4,4.5,3.5,8.66,0,0.76
21287,315,106,3,4.5,3.5,8.42,0,0.72
21288,317,107,2,3.5,3,8.28,0,0.66
21289,314,108,3,4.5,3.5,8.14,0,0.64
21290,316,109,4,4.5,3.5,8.76,1,0.74
21291,318,106,2,4,4,7.92,1,0.64
21292,299,97,3,5,3.5,7.66,0,0.38
21293,298,98,2,4,3,8.03,0,0.34
21294,301,97,2,3,3,7.88,1,0.44
21295,303,99,3,2,2.5,7.66,0,0.36
21296,304,100,4,1.5,2.5,7.84,0,0.42
21297,306,100,2,3,3,8,0,0.48
21298,331,120,3,4,4,8.96,1,0.86
21299,332,119,4,5,4.5,9.24,1,0.9
21300,323,113,3,4,4,8.88,1,0.79
21301,322,107,3,3.5,3.5,8.46,1,0.71
21302,312,105,2,2.5,3,8.12,0,0.64
21303,314,106,2,4,3.5,8.25,0,0.62
21304,317,104,2,4.5,4,8.47,0,0.57
21305,326,112,3,3.5,3,9.05,1,0.74
21306,316,110,3,4,4.5,8.78,1,0.69
21307,329,111,4,4.5,4.5,9.18,1,0.87
21308,338,117,4,3.5,4.5,9.46,1,0.91
21309,331,116,5,5,5,9.38,1,0.93
21310,304,103,5,5,4,8.64,0,0.68
21311,305,108,5,3,3,8.48,0,0.61
21312,321,109,4,4,4,8.68,1,0.69
21313,301,107,3,3.5,3.5,8.34,1,0.62
21314,320,110,2,4,3.5,8.56,0,0.72
21315,311,105,3,3.5,3,8.45,1,0.59
21316,310,106,4,4.5,4.5,9.04,1,0.66
21317,299,102,3,4,3.5,8.62,0,0.56
21318,290,104,4,2,2.5,7.46,0,0.45
21319,296,99,2,3,3.5,7.28,0,0.47
21320,327,104,5,3,3.5,8.84,1,0.71
21321,335,117,5,5,5,9.56,1,0.94
21322,334,119,5,4.5,4.5,9.48,1,0.94
21323,310,106,4,1.5,2.5,8.36,0,0.57
21324,308,108,3,3.5,3.5,8.22,0,0.61
21325,301,106,4,2.5,3,8.47,0,0.57
21326,300,100,3,2,3,8.66,1,0.64
21327,323,113,3,4,3,9.32,1,0.85
21328,319,112,3,2.5,2,8.71,1,0.78
21329,326,112,3,3.5,3,9.1,1,0.84
21330,333,118,5,5,5,9.35,1,0.92
21331,339,114,5,4,4.5,9.76,1,0.96
21332,303,105,5,5,4.5,8.65,0,0.77
21333,309,105,5,3.5,3.5,8.56,0,0.71
21334,323,112,5,4,4.5,8.78,0,0.79
21335,333,113,5,4,4,9.28,1,0.89
21336,314,109,4,3.5,4,8.77,1,0.82
21337,312,103,3,5,4,8.45,0,0.76
21338,316,100,2,1.5,3,8.16,1,0.71
21339,326,116,2,4.5,3,9.08,1,0.8
21340,318,109,1,3.5,3.5,9.12,0,0.78
21341,329,110,2,4,3,9.15,1,0.84
21342,332,118,2,4.5,3.5,9.36,1,0.9
21343,331,115,5,4,3.5,9.44,1,0.92
21344,340,120,4,4.5,4,9.92,1,0.97
21345,325,112,2,3,3.5,8.96,1,0.8
21346,320,113,2,2,2.5,8.64,1,0.81
21347,315,105,3,2,2.5,8.48,0,0.75
21348,326,114,3,3,3,9.11,1,0.83
21349,339,116,4,4,3.5,9.8,1,0.96
21350,311,106,2,3.5,3,8.26,1,0.79
21351,334,114,4,4,4,9.43,1,0.93
21352,332,116,5,5,5,9.28,1,0.94
21353,321,112,5,5,5,9.06,1,0.86
21354,324,105,3,3,4,8.75,0,0.79
21355,326,108,3,3,3.5,8.89,0,0.8
21356,312,109,3,3,3,8.69,0,0.77
21357,315,105,3,2,2.5,8.34,0,0.7
21358,309,104,2,2,2.5,8.26,0,0.65
21359,306,106,2,2,2.5,8.14,0,0.61
21360,297,100,1,1.5,2,7.9,0,0.52
21361,315,103,1,1.5,2,7.86,0,0.57
21362,298,99,1,1.5,3,7.46,0,0.53
21363,318,109,3,3,3,8.5,0,0.67
21364,317,105,3,3.5,3,8.56,0,0.68
21365,329,111,4,4.5,4,9.01,1,0.81
21366,322,110,5,4.5,4,8.97,0,0.78
21367,302,102,3,3.5,5,8.33,0,0.65
21368,313,102,3,2,3,8.27,0,0.64
21369,293,97,2,2,4,7.8,1,0.64
21370,311,99,2,2.5,3,7.98,0,0.65
21371,312,101,2,2.5,3.5,8.04,1,0.68
21372,334,117,5,4,4.5,9.07,1,0.89
21373,322,110,4,4,5,9.13,1,0.86
21374,323,113,4,4,4.5,9.23,1,0.89
21375,321,111,4,4,4,8.97,1,0.87
21376,320,111,4,4.5,3.5,8.87,1,0.85
21377,329,119,4,4.5,4.5,9.16,1,0.9
21378,319,110,3,3.5,3.5,9.04,0,0.82
21379,309,108,3,2.5,3,8.12,0,0.72
21380,307,102,3,3,3,8.27,0,0.73
21381,300,104,3,3.5,3,8.16,0,0.71
21382,305,107,2,2.5,2.5,8.42,0,0.71
21383,299,100,2,3,3.5,7.88,0,0.68
21384,314,110,3,4,4,8.8,0,0.75
21385,316,106,2,2.5,4,8.32,0,0.72
21386,327,113,4,4.5,4.5,9.11,1,0.89
21387,317,107,3,3.5,3,8.68,1,0.84
21388,335,118,5,4.5,3.5,9.44,1,0.93
21389,331,115,5,4.5,3.5,9.36,1,0.93
21390,324,112,5,5,5,9.08,1,0.88
21391,324,111,5,4.5,4,9.16,1,0.9
21392,323,110,5,4,5,8.98,1,0.87
21393,322,114,5,4.5,4,8.94,1,0.86
21394,336,118,5,4.5,5,9.53,1,0.94
21395,316,109,3,3.5,3,8.76,0,0.77
21396,307,107,2,3,3.5,8.52,1,0.78
21397,306,105,2,3,2.5,8.26,0,0.73
21398,310,106,2,3.5,2.5,8.33,0,0.73
21399,311,104,3,4.5,4.5,8.43,0,0.7
21400,313,107,3,4,4.5,8.69,0,0.72
21401,317,103,3,2.5,3,8.54,1,0.73
21402,315,110,2,3.5,3,8.46,1,0.72
21403,340,120,5,4.5,4.5,9.91,1,0.97
21404,334,120,5,4,5,9.87,1,0.97
21405,298,105,3,3.5,4,8.54,0,0.69
21406,295,99,2,2.5,3,7.65,0,0.57
21407,315,99,2,3.5,3,7.89,0,0.63
21408,310,102,3,3.5,4,8.02,1,0.66
21409,305,106,2,3,3,8.16,0,0.64
21410,301,104,3,3.5,4,8.12,1,0.68
21411,325,108,4,4.5,4,9.06,1,0.79
21412,328,110,4,5,4,9.14,1,0.82
21413,338,120,4,5,5,9.66,1,0.95
21414,333,119,5,5,4.5,9.78,1,0.96
21415,331,117,4,4.5,5,9.42,1,0.94
21416,330,116,5,5,4.5,9.36,1,0.93
21417,322,112,4,4.5,4.5,9.26,1,0.91
21418,321,109,4,4,4,9.13,1,0.85
21419,324,110,4,3,3.5,8.97,1,0.84
21420,312,104,3,3.5,3.5,8.42,0,0.74
21421,313,103,3,4,4,8.75,0,0.76
21422,316,110,3,3.5,4,8.56,0,0.75
21423,324,113,4,4.5,4,8.79,0,0.76
21424,308,109,2,3,4,8.45,0,0.71
21425,305,105,2,3,2,8.23,0,0.67
21426,296,99,2,2.5,2.5,8.03,0,0.61
21427,306,110,2,3.5,4,8.45,0,0.63
21428,312,110,2,3.5,3,8.53,0,0.64
21429,318,112,3,4,3.5,8.67,0,0.71
21430,324,111,4,3,3,9.01,1,0.82
21431,313,104,3,4,4.5,8.65,0,0.73
21432,319,106,3,3.5,2.5,8.33,1,0.74
21433,312,107,2,2.5,3.5,8.27,0,0.69
21434,304,100,2,2.5,3.5,8.07,0,0.64
21435,330,113,5,5,4,9.31,1,0.91
21436,326,111,5,4.5,4,9.23,1,0.88
21437,325,112,4,4,4.5,9.17,1,0.85
21438,329,114,5,4.5,5,9.19,1,0.86
21439,310,104,3,2,3.5,8.37,0,0.7
21440,299,100,1,1.5,2,7.89,0,0.59
21441,296,101,1,2.5,3,7.68,0,0.6
21442,317,103,2,2.5,2,8.15,0,0.65
21443,324,115,3,3.5,3,8.76,1,0.7
21444,325,114,3,3.5,3,9.04,1,0.76
21445,314,107,2,2.5,4,8.56,0,0.63
21446,328,110,4,4,2.5,9.02,1,0.81
21447,316,105,3,3,3.5,8.73,0,0.72
21448,311,104,2,2.5,3.5,8.48,0,0.71
21449,324,110,3,3.5,4,8.87,1,0.8
21450,321,111,3,3.5,4,8.83,1,0.77
21451,320,104,3,3,2.5,8.57,1,0.74
21452,316,99,2,2.5,3,9,0,0.7
21453,318,100,2,2.5,3.5,8.54,1,0.71
21454,335,115,4,4.5,4.5,9.68,1,0.93
21455,321,114,4,4,5,9.12,0,0.85
21456,307,110,4,4,4.5,8.37,0,0.79
21457,309,99,3,4,4,8.56,0,0.76
21458,324,100,3,4,5,8.64,1,0.78
21459,326,102,4,5,5,8.76,1,0.77
21460,331,119,4,5,4.5,9.34,1,0.9
21461,327,108,5,5,3.5,9.13,1,0.87
21462,312,104,3,3.5,4,8.09,0,0.71
21463,308,103,2,2.5,4,8.36,1,0.7
21464,324,111,3,2.5,1.5,8.79,1,0.7
21465,325,110,2,3,2.5,8.76,1,0.75
21466,313,102,3,2.5,2.5,8.68,0,0.71
21467,312,105,2,2,2.5,8.45,0,0.72
21468,314,107,3,3,3.5,8.17,1,0.73
21469,327,113,4,4.5,5,9.14,0,0.83
21470,308,108,4,4.5,5,8.34,0,0.77
21471,306,105,2,2.5,3,8.22,1,0.72
21472,299,96,2,1.5,2,7.86,0,0.54
21473,294,95,1,1.5,1.5,7.64,0,0.49
21474,312,99,1,1,1.5,8.01,1,0.52
21475,315,100,1,2,2.5,7.95,0,0.58
21476,322,110,3,3.5,3,8.96,1,0.78
21477,329,113,5,5,4.5,9.45,1,0.89
21478,320,101,2,2.5,3,8.62,0,0.7
21479,308,103,2,3,3.5,8.49,0,0.66
21480,304,102,2,3,4,8.73,0,0.67
21481,311,102,3,4.5,4,8.64,1,0.68
21482,317,110,3,4,4.5,9.11,1,0.8
21483,312,106,3,4,3.5,8.79,1,0.81
21484,321,111,3,2.5,3,8.9,1,0.8
21485,340,112,4,5,4.5,9.66,1,0.94
21486,331,116,5,4,4,9.26,1,0.93
21487,336,118,5,4.5,4,9.19,1,0.92
21488,324,114,5,5,4.5,9.08,1,0.89
21489,314,104,4,5,5,9.02,0,0.82
21490,313,109,3,4,3.5,9,0,0.79
21491,307,105,2,2.5,3,7.65,0,0.58
21492,300,102,2,1.5,2,7.87,0,0.56
21493,302,99,2,1,2,7.97,0,0.56
21494,312,98,1,3.5,3,8.18,1,0.64
21495,316,101,2,2.5,2,8.32,1,0.61
21496,317,100,2,3,2.5,8.57,0,0.68
21497,310,107,3,3.5,3.5,8.67,0,0.76
21498,320,120,3,4,4.5,9.11,0,0.86
21499,330,114,3,4.5,4.5,9.24,1,0.9
21500,305,112,3,3,3.5,8.65,0,0.71
21501,309,106,2,2.5,2.5,8,0,0.62
21502,319,108,2,2.5,3,8.76,0,0.66
21503,322,105,2,3,3,8.45,1,0.65
21504,323,107,3,3.5,3.5,8.55,1,0.73
21505,313,106,2,2.5,2,8.43,0,0.62
21506,321,109,3,3.5,3.5,8.8,1,0.74
21507,323,110,3,4,3.5,9.1,1,0.79
21508,325,112,4,4,4,9,1,0.8
21509,312,108,3,3.5,3,8.53,0,0.69
21510,308,110,4,3.5,3,8.6,0,0.7
21511,320,104,3,3,3.5,8.74,1,0.76
21512,328,108,4,4.5,4,9.18,1,0.84
21513,311,107,4,4.5,4.5,9,1,0.78
21514,301,100,3,3.5,3,8.04,0,0.67
21515,305,105,2,3,4,8.13,0,0.66
